,Category,Message,preprocessed_text,true_label,predicted_label,error_type,message_length,word_count,has_url,has_digit,has_spam_keyword
5351,ham,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,yup its at paragon i havent decided whether 2 cut yet hee,ham,ham,correct,67,12,False,True,False
5070,ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),hai dear friends this is my new amp present number by rajitha raj ranju,ham,ham,correct,82,14,False,False,False
2383,ham,I will reach before ten morning,i will reach before ten morning,ham,ham,correct,31,6,False,False,False
1723,ham,Thought praps you meant another one. Goodo! I'll look tomorrow,thought praps you meant another one goodo ill look tomorrow,ham,ham,correct,62,10,False,False,False
4744,ham,I am in hospital da. . I will return home in evening,i am in hospital da i will return home in evening,ham,ham,correct,52,12,False,False,False
153,ham,Ok... Ur typical reply...,ok ur typical reply,ham,ham,correct,25,4,False,False,True
89,ham,"Ela kano.,il download, come wen ur free..",ela kanoil download come wen ur free,ham,ham,correct,41,7,False,False,True
5199,ham,Ugh my leg hurts. Musta overdid it on mon.,ugh my leg hurts musta overdid it on mon,ham,ham,correct,42,9,False,False,False
2172,ham,I wont. So wat's wit the guys,i wont so wats wit the guys,ham,ham,correct,29,7,False,False,False
114,spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,gent we are trying to contact you last weekends draw shows that you won a [money] prize guaranteed call [phone] claim code k52 valid 12hrs only 150ppm,spam,spam,correct,158,27,False,True,True
5495,ham,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...",good afternoon my love how goes your day how did you sleep i hope your well my boytoy i think of you,ham,ham,correct,118,27,False,False,False
4259,ham,I am late. I will be there at,i am late i will be there at,ham,ham,correct,29,8,False,False,False
3383,ham,"Well, I meant as opposed to my drunken night of before",well i meant as opposed to my drunken night of before,ham,ham,correct,54,11,False,False,False
50,ham,What you thinked about me. First time you saw me in class.,what you thinked about me first time you saw me in class,ham,ham,correct,58,12,False,False,False
3350,ham,Oh is it! Which brand?,oh is it which brand,ham,ham,correct,22,5,False,False,False
3696,ham,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you",hello as per request from ltgt rs5 has been transfered to you,ham,ham,correct,70,12,False,True,False
1393,ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",thk shld b can ya i wana go 4 lessons haha can go for one whole stretch,ham,ham,correct,82,17,False,True,False
3987,ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",friendship is not a game to play it is not a word to say it doesnt start on march and ends on may it is tomorrow yesterday today and e,ham,ham,correct,141,30,False,False,False
4583,ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),wow didnt think it was that common i take it all back ur not a freak unless u chop it off,ham,ham,correct,95,21,False,False,False
1793,spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",win we have a winner mr t foley won an ipod more exciting prizes soon so keep an eye on ur mobile or visit [url],spam,spam,correct,132,25,True,True,True
2748,ham,Ya had just now.onion roast.,ya had just nowonion roast,ham,ham,correct,28,5,False,False,False
1767,spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,sms auction you have won a nokia 7250i this is what you get when you win our free auction to take part send nokia to 86021 now hgsuite3422lands roww1jhl 16,spam,spam,correct,162,30,False,True,True
3833,ham,Ok.,ok,ham,ham,correct,3,1,False,False,False
3126,spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,1st wk free gr8 tones str8 2 u each wk txt nokia on to 8007 for classic nokia tones or hit on to 8007 for polys nokia150p poly200p 16,spam,spam,correct,139,29,False,True,True
2355,ham,R we going with the  &lt;#&gt;  bus?,r we going with the ltgt bus,ham,ham,correct,36,7,False,False,False
2763,ham,ARR birthday today:) i wish him to get more oscar.,arr birthday today i wish him to get more oscar,ham,ham,correct,50,10,False,False,False
534,ham,I'll be late...,ill be late,ham,ham,correct,15,3,False,False,False
5078,ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",guy no flash me now if you go call me call me how madam take care oh,ham,ham,correct,74,17,False,False,True
4453,ham,I've told you everything will stop. Just dont let her get dehydrated.,ive told you everything will stop just dont let her get dehydrated,ham,ham,correct,69,12,False,False,True
1058,ham,Ard 515 like dat. Y?,ard 515 like dat y,ham,ham,correct,20,5,False,True,False
5203,ham,Me fine..absolutly fine,me fineabsolutly fine,ham,ham,correct,23,3,False,False,False
2574,spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",congrats 2 mobile 3g videophones r yours call [phone] now videochat wid ur mates play java games dload polyph music noline rentl bx420 ip4 5we 150p,spam,spam,correct,160,26,False,True,True
3877,ham,did u get that message,did u get that message,ham,ham,correct,22,5,False,False,False
2463,ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",rose needs water season needs change poet needs imaginationmy phone needs ur sms and i need ur lovely frndship forever,ham,ham,correct,126,20,False,False,False
2428,ham,Do you think i can move  &lt;#&gt;  in a week,do you think i can move ltgt in a week,ham,ham,correct,45,10,False,False,False
2473,spam,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",final chance claim ur [money] worth of discount vouchers today text yes to 85023 now savamob member offers mobile t cs savamob pobox84 m263uz [money] subs 16,spam,spam,correct,159,27,False,True,True
1273,ham,Ok...,ok,ham,ham,correct,5,1,False,False,False
3432,ham,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,yeah if we do have to get a random dude we need to change our info sheets to party ltgt 7 never study just to be safe,ham,ham,correct,124,27,False,True,False
4523,ham,DO U WANT 2 MEET UP 2MORRO,do u want 2 meet up 2morro,ham,ham,correct,26,7,False,True,False
219,ham,I have to take exam with march 3,i have to take exam with march 3,ham,ham,correct,32,8,False,True,False
1221,spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,no 1 nokia tone 4 ur mob every week just txt nok to 87021 1st tone free so get txtin now and tell ur friends 150ptone 16 reply hl 4info,spam,spam,correct,143,31,False,True,True
4367,ham,Mm yes dear look how i am hugging you both. :-P,mm yes dear look how i am hugging you both p,ham,ham,correct,47,11,False,False,False
1714,spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,hard live 121 chat just 60pmin choose your girl and connect live call [phone] now cheap chat uks biggest live service vu bcm1896wc1n3xx,spam,spam,correct,145,23,False,True,True
